Customer_ID,Age,Gender,Income,Employment_Type,Loan_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Application_Date,Approval_Status,EMI_Amount,Disbursal_Date,EMIs_Paid,Default_Status,Outstanding_Balance
CUST2118,44,Female,185565,Retired,LOAN6118,Home,1863086,18.46,60,2022-10-18,Approved,36783.53,2024-01-04,46,No,514969.42
CUST2119,53,Female,32213,Salaried,LOAN6119,Personal,1378784,9.84,24,2024-08-16,Approved,63102.35,2025-01-09,21,No,189307.05
CUST2120,49,Male,117367,Self-Employed,LOAN6120,Personal,1042839,15.86,120,2023-06-14,Approved,10068.61,2024-09-07,33,Yes,875969.07
CUST2121,63,Male,198002,Student,LOAN6121,Home,1298706,13.48,24,2024-04-30,Approved,61407.15,2024-12-05,21,No,184221.45
CUST2122,42,Male,178785,Salaried,LOAN6122,Personal,1898698,18.21,60,2025-08-15,Rejected,0.0,,0,No,0.0
CUST2123,46,Male,127157,Salaried,LOAN6123,Education,969561,16.43,24,2024-05-12,Approved,47035.83,2024-09-14,10,Yes,658501.62
CUST2124,48,Female,52583,Salaried,LOAN6124,Personal,413169,18.48,12,2024-05-16,Rejected,0.0,,0,No,0.0
CUST2125,41,Female,148792,Salaried,LOAN6125,Home,1529381,13.56,36,2023-02-12,Approved,48243.47,2025-06-19,33,No,144730.41
CUST2126,27,Male,99944,Retired,LOAN6126,Education,1461587,8.95,24,2024-06-30,Rejected,0.0,,0,No,0.0
CUST2127,37,Male,42369,Student,LOAN6127,Auto,64559,12.54,36,2024-05-15,Approved,2018.19,2024-05-29,36,No,0.0
CUST2128,40,Male,199000,Student,LOAN6128,Auto,1093996,15.03,24,2022-08-31,Rejected,0.0,,0,No,0.0
CUST2129,61,Female,135844,Student,LOAN6129,Auto,1933437,15.79,60,2025-04-21,Approved,37312.11,2025-06-24,47,No,485057.43
CUST2130,40,Male,39510,Salaried,LOAN6130,Home,542461,6.51,36,2024-11-19,Approved,16049.31,2025-05-13,25,Yes,176542.41
CUST2131,42,Female,32120,Student,LOAN6131,Auto,1377692,12.56,24,2023-12-30,Approved,64613.75,2025-05-16,12,Yes,775365.0
CUST2132,48,Male,119847,Retired,LOAN6132,Personal,91530,9.32,60,2024-03-26,Approved,1667.68,2024-07-31,44,Yes,26682.88
CUST2133,60,Male,118575,Salaried,LOAN6133,Auto,1090579,17.0,180,2023-08-10,Rejected,0.0,,0,No,0.0
CUST2134,27,Male,149269,Salaried,LOAN6134,Business,780433,8.33,12,2024-02-05,Approved,70453.59,2024-09-07,4,Yes,563628.72
CUST2135,21,Female,25295,Self-Employed,LOAN6135,Business,1746161,14.5,120,2025-05-18,Approved,16661.29,2025-07-29,68,Yes,866387.08
CUST2136,52,Female,40460,Salaried,LOAN6136,Auto,248250,9.69,60,2023-10-29,Approved,4538.42,2025-06-23,19,Yes,186075.22
CUST2137,33,Female,34963,Salaried,LOAN6137,Auto,1362085,10.78,60,2025-03-18,Approved,25148.63,2025-05-15,50,No,251486.3
CUST2138,50,Male,97116,Student,LOAN6138,Business,1335508,17.79,12,2024-05-07,Rejected,0.0,,0,No,0.0
CUST2139,43,Female,47328,Student,LOAN6139,Auto,1557336,9.39,36,2023-09-28,Approved,47321.38,2024-03-22,22,Yes,662499.32
CUST2140,39,Female,104629,Salaried,LOAN6140,Education,886115,7.64,24,2024-02-16,Approved,39742.26,2025-08-12,0,Yes,953814.24
CUST2141,52,Male,144034,Salaried,LOAN6141,Business,1717220,7.33,36,2023-07-15,Approved,51197.01,2025-05-31,2,Yes,1740698.34
CUST2142,50,Male,41605,Student,LOAN6142,Home,965838,12.56,60,2025-06-05,Rejected,0.0,,0,No,0.0
CUST2143,49,Female,130901,Self-Employed,LOAN6143,Business,633184,14.2,180,2024-03-04,Approved,4017.2,2025-05-13,62,Yes,474029.6
CUST2144,49,Female,195885,Salaried,LOAN6144,Personal,1460059,10.43,24,2023-05-16,Approved,67180.96,2024-07-21,5,Yes,1276438.24
CUST2145,50,Female,197443,Self-Employed,LOAN6145,Education,1078571,14.78,120,2024-11-10,Rejected,0.0,,0,No,0.0
CUST2146,36,Female,128241,Student,LOAN6146,Home,461217,7.23,120,2025-05-18,Approved,4121.36,2025-07-30,53,Yes,276131.12
CUST2147,60,Male,67598,Student,LOAN6147,Auto,1905108,16.79,24,2024-08-06,Approved,92707.32,2025-05-01,14,Yes,927073.2
CUST2148,39,Male,92258,Salaried,LOAN6148,Personal,1481483,16.3,60,2024-12-24,Approved,28716.08,2025-07-23,35,Yes,717902.0
CUST2149,38,Male,60969,Salaried,LOAN6149,Personal,1509252,18.33,180,2024-08-28,Approved,9921.65,2024-12-22,132,Yes,476239.2
CUST2150,21,Female,187984,Student,LOAN6150,Education,1319171,17.74,12,2025-04-03,Rejected,0.0,,0,No,0.0
CUST2151,34,Female,189446,Salaried,LOAN6151,Home,635933,10.77,180,2022-11-16,Approved,3913.46,2024-06-24,178,No,7826.92
CUST2152,22,Male,82784,Self-Employed,LOAN6152,Personal,1168127,11.29,36,2022-09-06,Approved,36111.35,2024-01-27,24,Yes,433336.2
CUST2153,48,Male,167000,Salaried,LOAN6153,Home,249570,15.45,180,2024-03-17,Approved,1600.71,2024-10-18,31,Yes,238505.79
CUST2154,50,Female,41274,Salaried,LOAN6154,Home,1365560,8.11,180,2024-05-02,Approved,8201.71,2025-03-06,148,No,262454.72
CUST2155,58,Female,149994,Salaried,LOAN6155,Personal,493280,10.27,36,2025-03-20,Approved,15109.44,2025-05-12,16,Yes,302188.8
CUST2156,24,Male,54416,Salaried,LOAN6156,Home,1708933,7.92,12,2023-09-20,Approved,153690.04,2024-04-13,8,Yes,614760.16
CUST2157,21,Male,120434,Student,LOAN6157,Education,922422,11.96,12,2024-10-26,Approved,86061.97,2025-05-20,9,No,258185.91
CUST2158,28,Male,180119,Salaried,LOAN6158,Personal,1670969,13.12,120,2024-10-01,Rejected,0.0,,0,No,0.0
CUST2159,49,Female,194428,Student,LOAN6159,Education,1104275,9.03,12,2022-12-09,Approved,100332.59,2025-04-09,8,Yes,401330.36
CUST2160,59,Female,188206,Student,LOAN6160,Education,1618233,6.82,24,2022-08-29,Approved,72024.85,2025-02-02,13,Yes,792273.35
CUST2161,23,Female,71310,Salaried,LOAN6161,Home,973426,15.13,120,2024-07-06,Approved,9339.21,2024-09-27,58,Yes,579031.02
CUST2162,52,Female,100758,Self-Employed,LOAN6162,Home,1516711,6.74,60,2023-05-06,Approved,26982.29,2023-09-13,22,Yes,1025327.02
CUST2163,30,Female,163435,Salaried,LOAN6163,Personal,763896,18.18,120,2023-01-08,Approved,7523.1,2025-05-22,74,Yes,346062.6
CUST2164,30,Female,195635,Self-Employed,LOAN6164,Auto,1518300,9.16,180,2022-09-07,Rejected,0.0,,0,No,0.0
CUST2165,39,Male,50628,Self-Employed,LOAN6165,Personal,1972208,14.47,180,2025-07-18,Approved,12542.15,2025-08-01,9,Yes,2144707.65
CUST2166,54,Male,89672,Salaried,LOAN6166,Education,1458526,11.72,120,2024-11-16,Approved,13578.88,2024-12-29,86,Yes,461681.92
CUST2167,53,Female,66246,Salaried,LOAN6167,Home,1517070,7.22,36,2023-10-03,Approved,45183.4,2024-12-01,4,Yes,1445868.8
CUST2168,43,Male,162233,Self-Employed,LOAN6168,Education,982366,12.17,12,2024-03-27,Approved,91826.66,2024-04-19,6,Yes,550959.96
CUST2169,48,Female,109110,Student,LOAN6169,Business,1243246,12.7,180,2024-07-22,Rejected,0.0,,0,No,0.0
CUST2170,52,Male,22810,Salaried,LOAN6170,Business,510650,16.76,180,2024-03-11,Approved,3312.42,2024-06-25,3,Yes,586298.34
CUST2171,27,Female,91688,Self-Employed,LOAN6171,Education,1318123,15.29,24,2025-05-16,Approved,63319.33,2025-07-03,10,Yes,886470.62
CUST2172,49,Male,85548,Salaried,LOAN6172,Auto,1749337,7.45,12,2023-01-13,Approved,156638.55,2023-06-06,10,No,313277.1
CUST2173,28,Male,31162,Student,LOAN6173,Auto,205846,9.01,180,2023-02-07,Approved,1246.63,2024-09-22,125,Yes,68564.65
CUST2174,21,Female,107858,Salaried,LOAN6174,Personal,757744,10.24,36,2023-06-20,Rejected,0.0,,0,No,0.0
CUST2175,23,Female,93535,Self-Employed,LOAN6175,Personal,1363542,7.9,180,2023-10-02,Approved,8173.68,2023-12-04,49,Yes,1070752.08
CUST2176,44,Male,158291,Salaried,LOAN6176,Personal,1004756,11.98,12,2024-10-09,Approved,93760.48,2024-12-15,12,No,0.0
CUST2177,43,Male,90864,Self-Employed,LOAN6177,Home,664873,18.31,24,2024-11-25,Approved,32775.47,2025-03-24,17,Yes,229428.29
CUST2178,28,Female,154693,Student,LOAN6178,Auto,137420,12.68,12,2024-07-15,Approved,12903.74,2025-07-08,6,Yes,77422.44
CUST2179,57,Male,138371,Self-Employed,LOAN6179,Education,325196,15.4,36,2024-11-22,Approved,10424.34,2025-02-03,12,Yes,250184.16
CUST2180,23,Female,109792,Self-Employed,LOAN6180,Business,1182150,14.7,24,2023-09-27,Approved,56496.92,2024-08-16,5,Yes,1073441.48
CUST2181,53,Female,195505,Self-Employed,LOAN6181,Auto,1050015,16.7,12,2022-10-05,Approved,102113.96,2023-05-13,2,Yes,1021139.6
CUST2182,48,Male,86188,Student,LOAN6182,Auto,704459,9.09,36,2024-11-04,Approved,21347.06,2024-12-10,30,No,128082.36
CUST2183,28,Female,101718,Self-Employed,LOAN6183,Auto,281224,15.55,36,2023-01-17,Approved,9026.51,2023-05-07,36,No,0.0
CUST2184,54,Male,56558,Student,LOAN6184,Personal,1742743,17.08,120,2025-07-17,Approved,17003.36,2025-08-09,106,No,238047.04
CUST2185,55,Male,148938,Self-Employed,LOAN6185,Home,1505061,8.56,180,2023-01-09,Approved,9077.19,2025-04-28,169,No,99849.09
CUST2186,52,Female,166731,Self-Employed,LOAN6186,Education,1560369,10.66,24,2024-05-14,Approved,71946.01,2025-04-02,3,Yes,1510866.21
CUST2187,44,Male,54413,Salaried,LOAN6187,Personal,1901559,18.14,24,2023-03-15,Approved,93604.24,2024-04-25,12,Yes,1123250.88
CUST2188,34,Female,30435,Self-Employed,LOAN6188,Home,119915,15.87,180,2024-07-21,Approved,771.92,2024-11-26,71,Yes,84139.28
CUST2189,52,Female,48067,Salaried,LOAN6189,Auto,1368381,9.89,12,2023-05-13,Approved,125309.49,2024-10-05,5,Yes,877166.43
CUST2190,63,Female,107794,Student,LOAN6190,Home,245619,13.27,120,2024-09-02,Approved,2318.44,2025-07-11,74,Yes,106648.24
CUST2191,36,Male,113823,Self-Employed,LOAN6191,Personal,384647,11.35,24,2023-05-03,Approved,17846.02,2023-06-23,1,Yes,410458.46
CUST2192,24,Female,89224,Retired,LOAN6192,Auto,669694,12.38,36,2024-09-04,Approved,20905.61,2025-02-09,17,Yes,397206.59
CUST2193,57,Male,21379,Salaried,LOAN6193,Personal,1814550,10.76,24,2025-02-09,Approved,83741.48,2025-03-28,17,Yes,586190.36
CUST2194,41,Female,122547,Salaried,LOAN6194,Education,1875907,9.85,120,2024-05-24,Rejected,0.0,,0,No,0.0
CUST2195,34,Female,128541,Student,LOAN6195,Auto,1340151,14.6,180,2025-06-01,Approved,8532.29,2025-06-16,139,No,349823.89
CUST2196,51,Female,178696,Salaried,LOAN6196,Home,1835146,15.84,60,2023-08-09,Approved,35430.55,2025-03-02,16,Yes,1558944.2
CUST2197,38,Male,134634,Salaried,LOAN6197,Personal,922362,16.99,180,2025-08-06,Approved,5994.84,2025-08-16,50,Yes,779329.2
CUST2198,27,Male,148701,Student,LOAN6198,Business,1767467,8.36,36,2022-11-30,Approved,53200.76,2025-08-05,16,Yes,1064015.2
CUST2199,30,Female,77745,Self-Employed,LOAN6199,Home,311697,16.37,24,2024-05-29,Approved,15113.41,2025-03-22,3,Yes,317381.61
CUST2200,27,Female,123915,Salaried,LOAN6200,Home,1020504,9.56,180,2025-01-14,Approved,6211.47,2025-05-28,92,Yes,546609.36
CUST2201,53,Male,163588,Student,LOAN6201,Auto,986069,11.63,36,2023-10-26,Approved,30576.36,2025-07-05,15,Yes,642103.56
CUST2202,43,Male,149560,Salaried,LOAN6202,Home,960966,17.32,12,2024-03-19,Approved,93950.44,2025-06-10,8,Yes,375801.76
CUST2203,41,Male,175915,Student,LOAN6203,Personal,1094601,11.95,36,2022-12-03,Approved,34039.05,2023-06-30,10,Yes,885015.3
CUST2204,39,Female,156984,Salaried,LOAN6204,Business,444048,8.86,24,2024-07-13,Approved,20141.28,2024-08-13,11,Yes,261836.64
CUST2205,39,Male,172586,Self-Employed,LOAN6205,Education,1538770,8.42,12,2023-11-19,Approved,139027.87,2024-03-02,10,No,278055.74
CUST2206,56,Female,179869,Salaried,LOAN6206,Business,1574733,12.18,12,2023-05-02,Approved,147211.29,2024-05-23,12,No,0.0
CUST2207,49,Male,157521,Self-Employed,LOAN6207,Personal,715545,15.65,12,2025-04-29,Approved,68960.65,2025-05-21,5,Yes,482724.55
CUST2208,38,Female,152797,Salaried,LOAN6208,Auto,1233140,18.47,60,2023-11-13,Approved,24348.35,2024-08-14,29,Yes,754798.85
CUST2209,22,Female,101406,Student,LOAN6209,Personal,239310,15.95,60,2024-05-18,Approved,4624.67,2025-08-16,7,Yes,245107.51
CUST2210,21,Female,29304,Salaried,LOAN6210,Home,633147,17.02,12,2022-10-14,Approved,61742.38,2024-05-10,1,Yes,679166.18
CUST2211,25,Male,145555,Salaried,LOAN6211,Auto,1929638,15.47,180,2024-12-12,Approved,12378.63,2025-04-23,79,Yes,1250241.63
CUST2212,40,Male,164735,Self-Employed,LOAN6212,Education,1295472,17.25,180,2023-05-28,Approved,8438.56,2024-12-20,117,Yes,531629.28
CUST2213,31,Male,90320,Salaried,LOAN6213,Education,221656,7.42,180,2022-12-14,Approved,1322.79,2023-04-09,71,Yes,144184.11
CUST2214,62,Female,114488,Salaried,LOAN6214,Personal,51076,17.66,24,2022-12-29,Rejected,0.0,,0,No,0.0
CUST2215,22,Female,95591,Salaried,LOAN6215,Home,1736732,11.26,12,2023-01-13,Approved,161024.0,2023-07-08,12,No,0.0
CUST2216,23,Male,115044,Salaried,LOAN6216,Education,1263787,17.56,180,2023-02-11,Rejected,0.0,,0,No,0.0
CUST2217,43,Female,163748,Salaried,LOAN6217,Business,771970,7.41,12,2024-02-28,Rejected,0.0,,0,No,0.0
CUST2218,32,Female,45192,Salaried,LOAN6218,Auto,1267350,15.08,36,2024-06-08,Approved,40512.96,2024-06-30,16,Yes,810259.2
CUST2219,40,Female,175794,Salaried,LOAN6219,Business,836329,15.33,180,2025-07-02,Approved,5358.55,2025-07-09,129,Yes,273286.05
CUST2220,25,Male,158518,Self-Employed,LOAN6220,Education,1781471,18.46,36,2024-03-16,Approved,58620.29,2024-06-10,23,Yes,762063.77
CUST2221,57,Female,139304,Self-Employed,LOAN6221,Education,1721207,15.73,36,2024-11-27,Approved,55332.02,2025-08-02,20,Yes,885312.32
CUST2222,58,Male,155797,Salaried,LOAN6222,Personal,1948713,11.09,180,2023-03-31,Approved,12026.81,2025-04-07,129,Yes,613367.31
CUST2223,50,Male,108207,Retired,LOAN6223,Personal,209270,13.19,120,2024-03-16,Approved,1973.94,2024-05-07,4,Yes,228977.04
CUST2224,29,Male,93741,Student,LOAN6224,Auto,427014,10.9,36,2024-01-31,Approved,13154.4,2024-12-23,16,Yes,263088.0
CUST2225,54,Male,36365,Salaried,LOAN6225,Personal,567855,8.85,180,2023-09-23,Approved,3433.95,2023-09-25,23,Yes,539130.15
CUST2226,64,Male,85792,Salaried,LOAN6226,Home,1980403,9.48,36,2024-05-22,Approved,60226.26,2025-07-29,7,Yes,1746561.54
CUST2227,55,Female,166776,Student,LOAN6227,Auto,1813049,9.16,24,2025-06-23,Approved,82463.51,2025-06-27,17,Yes,577244.57
CUST2228,42,Male,70575,Salaried,LOAN6228,Home,1464520,13.09,60,2024-09-03,Rejected,0.0,,0,No,0.0
CUST2229,64,Male,180974,Salaried,LOAN6229,Personal,882192,17.37,60,2023-10-29,Approved,17257.15,2024-03-26,58,No,34514.3
CUST2230,44,Male,139641,Salaried,LOAN6230,Auto,1287488,17.45,60,2024-08-12,Approved,25202.58,2024-11-26,23,Yes,932495.46
CUST2231,37,Female,152267,Self-Employed,LOAN6231,Education,1746340,7.16,120,2023-06-13,Approved,15594.82,2024-03-26,25,Yes,1481507.9
CUST2232,30,Female,73517,Salaried,LOAN6232,Business,1395996,7.46,12,2024-02-06,Approved,125011.44,2024-11-07,12,No,0.0
CUST2233,50,Female,54012,Self-Employed,LOAN6233,Education,1569346,9.44,36,2022-11-27,Approved,47708.12,2023-08-06,7,Yes,1383535.48
CUST2234,43,Female,162487,Self-Employed,LOAN6234,Home,111913,9.56,24,2024-08-17,Approved,5108.83,2025-01-04,11,Yes,66414.79
CUST2235,52,Male,190606,Self-Employed,LOAN6235,Education,385752,7.64,120,2024-10-13,Approved,3460.2,2025-05-26,13,Yes,370241.4
CUST2236,37,Male,41686,Student,LOAN6236,Education,1636212,11.16,60,2025-07-05,Approved,30313.55,2025-07-23,29,Yes,939720.05
CUST2237,37,Female,179815,Salaried,LOAN6237,Business,1931686,13.55,120,2024-03-28,Approved,18278.58,2024-12-29,54,Yes,1206386.28
CUST2238,34,Female,52161,Self-Employed,LOAN6238,Business,719312,13.44,24,2024-08-31,Approved,33999.48,2025-02-10,2,Yes,747988.56
CUST2239,29,Female,22402,Salaried,LOAN6239,Education,1737233,13.02,180,2024-05-01,Approved,10907.89,2024-11-26,61,Yes,1298038.91
CUST2240,60,Female,83190,Salaried,LOAN6240,Business,50318,10.56,120,2024-04-23,Approved,463.6,2025-04-06,30,Yes,41724.0
CUST2241,22,Male,33275,Salaried,LOAN6241,Education,1438074,14.98,60,2024-04-08,Approved,27558.29,2025-05-30,27,Yes,909423.57
CUST2242,45,Female,179254,Salaried,LOAN6242,Auto,338155,16.42,12,2023-08-27,Approved,32806.67,2024-01-29,10,No,65613.34
CUST2243,59,Female,34915,Salaried,LOAN6243,Education,330931,10.66,60,2024-01-16,Approved,6103.47,2024-05-29,35,Yes,152586.75
CUST2244,29,Female,20909,Salaried,LOAN6244,Personal,424430,7.53,60,2025-04-02,Approved,7606.49,2025-07-20,0,Yes,456389.4
CUST2245,42,Female,134110,Salaried,LOAN6245,Business,1994168,10.06,60,2023-07-05,Approved,36579.69,2023-07-28,40,Yes,731593.8
CUST2246,63,Female,85908,Self-Employed,LOAN6246,Business,935464,8.15,120,2023-01-13,Approved,8430.87,2023-04-10,13,Yes,902103.09
CUST2247,24,Female,147337,Salaried,LOAN6247,Home,1787991,12.11,24,2024-06-17,Approved,83521.53,2025-06-16,9,Yes,1252822.95
CUST2248,46,Female,42620,Self-Employed,LOAN6248,Home,414449,8.37,60,2023-05-08,Approved,7485.64,2024-04-09,49,No,82342.04
CUST2249,49,Male,54112,Salaried,LOAN6249,Personal,1874230,12.05,180,2023-01-13,Approved,11667.08,2023-07-04,41,Yes,1621724.12
CUST2250,54,Male,22431,Salaried,LOAN6250,Business,1369472,9.15,120,2022-10-05,Approved,12456.49,2024-08-15,70,Yes,622824.5
CUST2251,43,Male,106590,Salaried,LOAN6251,Business,1820847,15.36,24,2024-02-12,Approved,87522.05,2024-11-07,7,Yes,1487874.85
CUST2252,57,Male,82175,Salaried,LOAN6252,Home,1965514,6.83,12,2022-08-27,Approved,174979.88,2024-03-12,3,Yes,1574818.92
CUST2253,31,Male,137472,Self-Employed,LOAN6253,Home,1289498,13.16,60,2025-03-17,Approved,24319.93,2025-06-30,26,Yes,826877.62
CUST2254,26,Male,52624,Salaried,LOAN6254,Education,422526,8.53,36,2023-10-13,Rejected,0.0,,0,No,0.0
CUST2255,38,Female,81264,Retired,LOAN6255,Business,1196904,6.51,120,2023-08-30,Approved,10623.52,2024-11-13,62,Yes,616164.16
CUST2256,41,Female,133766,Retired,LOAN6256,Business,722898,16.93,180,2024-05-05,Rejected,0.0,,0,No,0.0
CUST2257,62,Male,183030,Salaried,LOAN6257,Education,1622780,14.56,12,2024-08-16,Approved,154921.4,2025-02-28,0,Yes,1859056.8
CUST2258,56,Female,152767,Self-Employed,LOAN6258,Business,849089,7.69,12,2025-07-28,Approved,76198.66,2025-08-09,4,Yes,609589.28
CUST2259,61,Male,120211,Salaried,LOAN6259,Personal,131119,14.47,12,2022-11-20,Approved,12507.66,2024-08-07,9,No,37522.98
CUST2260,58,Female,139502,Self-Employed,LOAN6260,Home,333635,13.84,120,2024-12-10,Approved,3165.08,2025-01-19,9,Yes,351323.88
CUST2261,54,Female,64225,Self-Employed,LOAN6261,Home,1725874,12.18,24,2022-11-03,Approved,80670.23,2025-03-02,21,No,242010.69
CUST2262,37,Female,152475,Salaried,LOAN6262,Home,1800367,11.53,36,2025-08-04,Approved,55776.37,2025-08-12,6,Yes,1673291.1
CUST2263,57,Female,189708,Salaried,LOAN6263,Auto,1227377,17.14,180,2025-05-26,Approved,7987.5,2025-06-17,80,Yes,798750.0
CUST2264,45,Female,30839,Salaried,LOAN6264,Personal,1081652,9.44,24,2023-10-06,Approved,49323.33,2024-09-03,19,No,246616.65
CUST2265,58,Female,198901,Salaried,LOAN6265,Personal,768835,11.28,60,2024-11-24,Approved,14259.33,2024-12-05,11,Yes,698707.17
CUST2266,32,Male,160302,Self-Employed,LOAN6266,Education,878612,10.45,36,2022-11-06,Approved,26956.3,2023-08-07,36,No,0.0
CUST2267,43,Male,71977,Salaried,LOAN6267,Auto,330684,15.75,24,2023-04-19,Approved,15948.61,2025-08-16,4,Yes,318972.2
CUST2268,62,Female,191304,Salaried,LOAN6268,Business,252587,17.5,60,2024-03-11,Approved,4946.5,2025-05-01,54,No,29679.0
CUST2269,42,Male,133050,Salaried,LOAN6269,Personal,1106519,16.7,36,2022-10-21,Approved,35869.66,2024-02-06,35,No,35869.66
CUST2270,41,Female,45651,Self-Employed,LOAN6270,Auto,1743594,16.07,120,2022-09-28,Approved,16864.91,2025-04-20,6,Yes,1922599.74
CUST2271,47,Male,117919,Salaried,LOAN6271,Auto,321055,18.34,180,2025-01-21,Approved,2110.76,2025-07-24,151,No,61212.04
CUST2272,51,Female,59963,Self-Employed,LOAN6272,Personal,1007758,14.87,180,2025-04-05,Approved,6431.18,2025-06-25,33,Yes,945383.46
CUST2273,26,Male,137776,Self-Employed,LOAN6273,Education,804769,15.51,60,2023-02-04,Approved,15493.14,2024-12-01,0,Yes,929588.4
CUST2274,47,Female,99198,Self-Employed,LOAN6274,Auto,375144,18.29,24,2024-05-03,Approved,18489.91,2024-10-11,9,Yes,277348.65
CUST2275,60,Male,164811,Self-Employed,LOAN6275,Home,643593,6.58,36,2024-08-30,Approved,19053.93,2025-04-26,0,Yes,685941.48
CUST2276,54,Female,150697,Salaried,LOAN6276,Auto,1101055,14.11,60,2023-08-29,Approved,20940.23,2024-09-19,44,Yes,335043.68
CUST2277,32,Male,83294,Salaried,LOAN6277,Business,584400,15.37,60,2024-06-30,Rejected,0.0,,0,No,0.0
CUST2278,27,Female,199428,Self-Employed,LOAN6278,Personal,1470295,17.51,120,2022-11-11,Approved,14397.86,2024-05-19,104,No,230365.76
CUST2279,30,Female,21789,Retired,LOAN6279,Business,1037771,17.11,60,2022-12-24,Approved,20255.56,2025-03-15,35,Yes,506389.0
CUST2280,37,Female,170492,Self-Employed,LOAN6280,Education,767972,16.6,36,2023-02-06,Approved,24873.76,2024-12-06,8,Yes,696465.28
CUST2281,46,Male,109297,Salaried,LOAN6281,Home,520113,17.85,12,2023-07-28,Approved,51079.43,2024-08-27,6,Yes,306476.58
CUST2282,41,Male,188678,Salaried,LOAN6282,Personal,557607,12.95,36,2023-09-26,Approved,17494.92,2023-11-17,22,Yes,244928.88
CUST2283,48,Male,189712,Retired,LOAN6283,Auto,1855412,6.58,36,2022-09-10,Approved,54930.5,2025-03-02,28,No,439444.0
CUST2284,22,Female,138341,Salaried,LOAN6284,Home,621097,6.63,120,2023-11-03,Approved,5518.96,2024-03-27,65,Yes,303542.8
CUST2285,63,Male,64135,Salaried,LOAN6285,Auto,310462,13.04,120,2023-09-01,Approved,2924.55,2024-09-13,81,Yes,114057.45
CUST2286,21,Female,57067,Salaried,LOAN6286,Education,82205,11.72,180,2022-11-30,Rejected,0.0,,0,No,0.0
CUST2287,56,Male,37357,Retired,LOAN6287,Personal,533321,11.91,180,2024-10-24,Approved,3315.78,2025-03-07,116,Yes,212209.92
CUST2288,46,Male,190923,Salaried,LOAN6288,Education,1826540,11.3,60,2024-07-27,Approved,33882.32,2025-05-05,46,No,474352.48
CUST2289,49,Male,58262,Salaried,LOAN6289,Education,974061,17.51,180,2023-11-24,Approved,6358.99,2024-06-26,41,Yes,883899.61
CUST2290,41,Male,78643,Self-Employed,LOAN6290,Education,1265746,10.81,120,2022-11-09,Approved,11688.11,2025-02-07,112,No,93504.88
CUST2291,31,Female,172606,Salaried,LOAN6291,Education,1006294,16.77,60,2025-04-19,Rejected,0.0,,0,No,0.0
CUST2292,60,Male,111270,Student,LOAN6292,Auto,160947,17.33,12,2024-12-16,Approved,15736.59,2025-04-23,10,No,31473.18
CUST2293,31,Male,183944,Self-Employed,LOAN6293,Business,871258,12.49,24,2023-09-20,Rejected,0.0,,0,No,0.0
CUST2294,56,Female,158761,Salaried,LOAN6294,Auto,1620207,11.86,120,2022-09-02,Approved,15103.03,2025-03-30,42,Yes,1178036.34
CUST2295,59,Female,89103,Student,LOAN6295,Home,1513866,15.63,120,2023-10-28,Approved,14587.36,2025-05-29,87,Yes,481382.88
CUST2296,60,Male,106268,Retired,LOAN6296,Education,700489,15.0,12,2023-10-24,Approved,67130.2,2024-01-16,6,Yes,402781.2
CUST2297,55,Male,106310,Salaried,LOAN6297,Home,924123,10.44,120,2025-07-06,Approved,8505.01,2025-08-11,55,Yes,552825.65
CUST2298,54,Female,57412,Salaried,LOAN6298,Auto,690846,7.73,180,2024-09-26,Rejected,0.0,,0,No,0.0
CUST2299,44,Female,67734,Student,LOAN6299,Education,1986933,9.68,180,2023-06-22,Approved,12107.05,2024-08-16,158,No,266355.1
CUST2300,42,Female,107793,Salaried,LOAN6300,Auto,813001,8.07,180,2024-01-23,Approved,4881.17,2024-08-04,82,Yes,478354.66
CUST2301,25,Male,42228,Student,LOAN6301,Education,1856231,10.04,12,2023-04-24,Rejected,0.0,,0,No,0.0
CUST2302,53,Male,140627,Student,LOAN6302,Auto,146320,9.64,60,2022-09-29,Approved,2673.75,2025-07-18,56,No,10695.0
CUST2303,56,Male,97924,Salaried,LOAN6303,Personal,868833,14.15,120,2022-11-08,Rejected,0.0,,0,No,0.0
CUST2304,40,Female,31319,Retired,LOAN6304,Business,454781,17.95,120,2025-07-24,Approved,4470.12,2025-07-26,47,Yes,326318.76
CUST2305,39,Female,26475,Salaried,LOAN6305,Business,1713100,14.73,180,2022-12-14,Approved,10919.11,2023-11-30,179,No,10919.11
CUST2306,55,Female,165800,Self-Employed,LOAN6306,Education,812167,17.62,60,2024-06-11,Approved,15921.18,2024-07-15,7,Yes,843822.54
CUST2307,63,Male,49545,Salaried,LOAN6307,Personal,114702,15.91,120,2024-01-18,Approved,1107.93,2025-05-02,0,Yes,132951.6
CUST2308,37,Female,116636,Student,LOAN6308,Home,1017430,15.23,36,2023-06-09,Approved,32566.24,2024-08-15,1,Yes,1139818.4
CUST2309,63,Male,189771,Self-Employed,LOAN6309,Personal,261945,11.47,12,2024-09-23,Rejected,0.0,,0,No,0.0
CUST2310,54,Female,187893,Self-Employed,LOAN6310,Education,192184,10.4,24,2023-08-13,Approved,8840.46,2024-10-16,9,Yes,132606.9
CUST2311,29,Male,50615,Student,LOAN6311,Personal,1177873,16.66,36,2023-07-31,Approved,38169.63,2024-04-19,9,Yes,1030580.01
